unique_samplingProtocol_value,n_count
capture for bio-logging:device type= PTT:device id= 24654,5750
Commercial Gear: Linetrawl,5742
Plankton pump sampler,5730
MRCCW30000000062_METH_002,5728
Field observations were conducted for 1–2 hours during low tide,5724
"Quadrat 40 x 40 cm (0,16 m2)",5714
Alicuotas de la muestra tomada con red,5709
MRNE010800000028_METH_003,5705
point count,5674
JNCCMNCR10000244_METH_004,5668
Harvest method (Robblee et al 1991),5649
JNCCMNCR10000311_METH_003,5640
https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/11606/,5633
https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/5996/,5631
Regent Net.,5629
"boat, helicopter",5629
MBAMCFAS00000001_METH_001,5616
MRCON05300000008_METH_003,5614
Coral Reef,5594
MRCCW32200000004_METH_007,5563
JNCCMNCR10000021_METH_002,5557
MRUMU100000000BE_METH_001,5557
capture for bio-logging:device type= PTT:device id= 78107,5549
JNCCMNCR10000027_METH_003,5540
capture for bio-logging:device type= PTT:device id= 98215,5540
Collecting method: Marutoku net; Vessel: HIYOSHI; Wire length: 150; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,5536
MRCON04300000002_METH_040,5536
capture for bio-logging:device type= PTT:device id= 69042,5522
Minibongo frames of 30 cm fitted with 200 µm mesh and calibrated TSK flowmeter and syringe with a filter holder attachment,5519
JNCCMNCR10000313_METH_003,5515
MRCON04300000002_METH_046,5502
JNCCMNCR10000112_METH_004,5493
Collecting method: Marutoku net; Vessel: SHIN DAITO; Wire length: ; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,5490
JNCCMNCR10000006_METH_002,5486
Van Veen grab sampler (0.1 m2),5485
AAD Bottom Trawl,5467
PSBTA,5467
MRCON04200000008_METH_004,5442
OPC side nets,5397
RMT8,5386
MRMCS01900000006_METH_002,5383
Red Cónica Simple 50 µm,5364
Multiple net/multiple cod-end system stratified-oblique tow,5363
ad hoc observation,5347
capture for bio-logging:device type= PTT:device id= 69048,5345
MRCON0510000000B_METH_004,5342
Sampling instrument: 62: Beam trawl,5341
IKT,5330
MRLRC00100000516_METH_001,5321
capture for bio-logging:device type= PTT:device id= 22496,5314
"VVgrab020,Subsample method: Sieve content - Mesh size (mm): 1.0",5312
JNCCMNCR10000186_METH_002,5299
MRMCS01900000010_METH_001,5289
MRPMN0010000006A_METH_001,5278
MRNE014500000005_METH_001,5276
Gear=Danish seine; TagType=spaghetti tag; TagAttachment=T-bar,5267
MRSNH03600000002_METH_001,5258
Juday-36  cm,5240
MRCON04300000002_METH_067,5173
https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/5386/,5171
capture for bio-logging:device type= PTT:device id= 82072,5158
MRCCW32200000005_METH_003,5155
capture for bio-logging:device type= PTT:device id= 43874,5141
MRNE010800000010_METH_001,5132
"Gulf III 19.5 cm, double oblique haul",5121
samples were collected from 1m depth with a Hydro-bios sampler equipped with an inverted thermometer,5115
3,5105
MRMIT6000000000D_METH_003,5105
JNCCMNCR10000029_METH_001,5099
MRMIT6000000000D_METH_004,5097
JNCCMNCR10000028_METH_003,5092
MRNE010800000011_METH_002,5078
JNCCMNCR10000035_METH_001,5064
TWINRING_150UM_MICROSCOPY,5055
Punto de conteo,5040
MRMLN00300000005_METH_001,5021
Sampling instrument: TOOL0817: Quadrat,5012
MRCON0420000000B_METH_002,4983
MRCON0420000000B_METH_001,4983
capture for bio-logging:device type= PTT:device id= 7074,4980
NCT,4974
MRCON01500000003_METH_001,4968
JNCCMNCR10000002_METH_002,4963
MRCCW30000000008_METH_002,4913
capture for bio-logging:device type= PTT:device id= 25966,4912
capture for bio-logging:device type= PTT:device id= 16956,4897
JNCCMNCR10000330_METH_002,4895
MRUMU1000000001C_METH_001,4891
standard lobster trap baited with herring/ redfish,4872
Photoquadrat Method with Drop Photo Camera (DPC) system,4866
capture for bio-logging:device type= PTT:device id= 43876,4864
Epibenthic sled,4843
SIROV,4843
Collecting method: Marutoku net; Vessel: SHUNYO; Wire length: 100; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,4815
MBON-P2P_bestpractices-rockyshores,4804
Collecting method: Marutoku net; Vessel: SURUGA; Wire length: 150; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,4800
"Arrastre vertical con flujómetro y red de plancton de 200 µm para cuatro masas de agua (M1, M2, M3, M4) Cada muestra concentrada en 500 ml y fijada con formalina | Muestra fraccionada mediante Folsom entre 1/2-1/64 dependiendo de la densidad  y estandarizada al volumen total filtrado",4799
Ekman-Birge grab sampler,4792
MRCON04300000002_METH_123,4792
By boat; Bottom part of the sample dieper than 4 cm,4761
Rectangular Midwater Trawl (RMT 8+1 net),4736
hand,4721
MRCON02200000002_METH_002,4710
capture for bio-logging:device type= PTT:device id= 24655,4696
MRNE017400000004_METH_002,4694
MRCON0420000000C_METH_001,4692
capture for bio-logging:device type= PTT:device id= 78111,4669
JNCCMNCR10000187_METH_001,4668
CMBT 1600,4631
capture for bio-logging:device type= PTT:device id= 78105,4617
JNCCMNCR10000321_METH_002,4613
JNCCMNCR10000022_METH_003,4601
MRMCS0190000000B_METH_001,4598
JNCCMNCR10000335_METH_002,4591
Research Vessel: .,4552
MRNE010800000035_METH_003,4550
capture for bio-logging:device type= PTT:device id= 43844,4538
demersal trawl nets,4538
"Arrastre horizontal a 1.5m, recolectado con red 55 de micras",4526
IKMWT,4514
DASSHDT00000072_METH01,4490
capture for bio-logging:device type= PTT:device id= 112160,4488
Routine monitoring,4485
double oblique trawl | opening-closing | IKMT,4482
field observation,4479
ETOH (80%),4470
Box Core,4461
Collecting method: Marutoku net; Vessel: YURYO No.8; Wire length: ; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,4441
MRCCW32200000005_METH_004,4428
MRCCW32200000003_METH_002,4425
MRCON02200000002_METH_005,4423
Arrastre superficial,4387
MRCON04000000008_METH_001,4386
MRCON04000000008_METH_002,4377
Blue cod pot,4376
box core deployment,4368
https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/8262/,4368
capture for bio-logging:device type= PTT:device id= 60044,4364
standard lobster trap baited with redfish cuttings,4354
JNCCMNCR10000053_METH_001,4347
MRMCS01800000010_METH_001,4335
MRCCW30000000059_METH_003,4328
capture for bio-logging:device type= PTT:device id= 69045,4326
capture for bio-logging:device type= PTT:device id= 16967,4317
MRMLN0040000008C_METH_001,4312
capture for bio-logging:device type= PTT:device id= 79682,4305
JNCCMNCR10000039_METH_001,4304
"bird watching, visual census",4301
Sampling instrument: TOOL0653: Van Veen Grab; Seive mesh size: 0.500mm,4286
MRMLN004000000CD_METH_002,4281
Lance de Draga. Tamizaje de sedimentos. Separación y fijación de organismos.,4280
MRUMU1000000001F_METH_001,4279
Diver with SCUBA,4268
100,4240
MRMCS01800000009_METH_001,4232
capture for bio-logging:device type= PTT:device id= 28588,4228
"Vertical net sampling, WP2 net with 200 µm mesh, 56 cm diameter",4228
Gear=otter trawl; TagType=English disc with French backing disc; TagAttachment=stainless steel wire,4207
Otter trawl,4197
Isaac Kidd,4192
"Tucker Trawl (1.5 m^2 opening, 1 mm mesh size) equipped with a flowmeter; Oblique Trawl; Duration ~15 min Duration; Speed of 2 knots; Target depth30 and 50 m; Depth profiles verified by Vemco Minilog-12TX data logging device attached to the Tucker Trawl",4188
Record of vegetation presence and abundance taken every 5m along 100m transect moving perpendicular from the shoreline. The dominant surface sediment class was recorded every 5m throughout each transect to accompany the vegetation estimates. Water quality parameters were recorded at the beginning and end of each 100m transects using a handheld YSI water quality meter.,4187
capture for bio-logging:device type= PTT:device id= 78113,4174
Collecting method: modified Marutoku net; Vessel: SURUGA; Wire length: 150; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,4173
Bathing,4171
JNCCMNCR10000011_METH_002,4171
capture for bio-logging:device type= PTT:device id= 22925,4169
MRUMU100000000C5_METH_001,4161
The samples were taken with 6 liter bathometers at standard depths and within the thermocline layer.,4156
divers used direct sampling method of randomly chosen samples,4154
MRMLN004000000A7_METH_001,4150
WP2 Net,4149
DASSHDT00000108_METH02,4144
MRLRC02400000002_METH_002,4139
standard lobster trap baited with mackerel / redfish,4120
MRLRC01700000010_METH_001,4114
Redes cónicas | Raspados | Red Surber | Corazonador | Draga | Transectos | Atarraya | Red de arastre,4110
Probe:YSI Pro+,4109
MRCON04100000002_METH_001,4098
Road count - breeding birds,4095
capture for bio-logging:device type= PTT:device id= 23079,4069
custom-made hand-operated box corer (13.5 x 13.5 x 16 cm) equipped with a modular expandable handle.,4063
MRUMU100000000BA_METH_001,4060
MRCON04300000002_METH_142,4060
capture for bio-logging:device type= PTT:device id= 16957,4059
stratified oblique trawl | opening-closing | RMT25 | https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/john_biscoe11.pdf,4052
capture for bio-logging:device type= PTT:device id= 69047,4047
https://www.bodc.ac.uk/resources/inventories/cruise_inventory/report/11432/,4040
MRBAL00100000008_METH_002,4031
standard lobster trap baited with sculpins,4023
MRMLN004000000A9_METH_002,4022
capture for bio-logging:device type= PTT:device id= 72525,4015
capture for bio-logging:device type= PTT:device id= 69043,4011
capture for bio-logging:device type= PTT:device id= 16964,4009
JNCCMNCR10000267_METH_001,4007
capture for bio-logging:device type= PTT:device id= 98477,4007
capture for bio-logging:device type= PTT:device id= 98481,4002
MRSNH01600000011_METH_001,3999
capture for bio-logging:device type= PTT:device id= 92573,3998
Manual,3997
bio box core,3992
"Pelagic trawl, Opening: 29x29m",3976
capture for bio-logging:device type= PTT:device id= 98476,3947
capture for bio-logging:device type= PTT:device id= 78110,3941
MRNE021100000002_METH_002,3934
van Dorhn sampler,3932
capture for bio-logging:device type= PTT:device id= 54979,3927
MRCCW32200000005_METH_005,3913
capture for bio-logging:device type= PTT:device id= 4215,3906
capture for bio-logging:device type= PTT:device id= 2849,3893
MRNE010800000020_METH_003,3892
MRCON0400000000A_METH_002,3891
MRNE021100000007_METH_002,3886
capture for bio-logging:device type= PTT:device id= 48921,3884
Transecto,3882
capture for bio-logging:device type= PTT:device id= 10432,3881
MRMCS0180000000D_METH_002,3878
Recreational shark derby. All sharks captured using rod and reel,3873
MRUMU10000000015_METH_001,3868
capture for bio-logging:device type= PTT:device id= 98482,3863
capture for bio-logging:device type= PTT:device id= 26629,3857
"R/V SWAN, SIO-MLRG box corer",3854
JNCCMNCR10000253_METH_003,3853
MRNE02200000000B_METH_001,3851
MRCCW31600000002_METH_001,3848
capture for bio-logging:device type= PTT:device id= 98479,3836
JNCCMNCR10000433_METH_001,3836
JNCCMNCR10000399_METH_002,3827
MBAMNMMP00000001_METH_002,3817
Bottom longline,3817
capture for bio-logging:device type= PTT:device id= 72769,3810
capture for bio-logging:device type= PTT:device id= 23402,3802
MRNE010800000015_METH_001,3802
capture for bio-logging:device type= PTT:device id= 26632,3800
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=1200,3795
MRUMU100000000C2_METH_001,3795
Beach Seine Net,3794
DASSHDT00000086_METH_03,3792
MRMCS0180000001B_METH_001,3788
ROTENONE,3771
capture for bio-logging:device type= PTT:device id= 6392,3770
MRUMU100000000BD_METH_001,3767
capture for bio-logging:device type= PTT:device id= 92574,3759
capture for bio-logging:device type= PTT:device id= 60045,3752
capture for bio-logging:device type= PTT:device id= 14751,3740
Plankton net,3727
capture for bio-logging:device type= PTT:device id= 113878,3716
Diver survey,3715
"Piston Corer, Van Veen Sampler, Box Corer",3709
Plankton net (d70cm),3708
MRCON01500000003_METH_003,3699
MRMIT6000000000F_METH_003,3696
capture for bio-logging:device type= PTT:device id= 101154,3694
Shipek grab sediment sampler,3684
capture for bio-logging:device type= PTT:device id= 98220,3677
"Trawl, fish, bottom",3659
capture for bio-logging:device type= PTT:device id= 92139,3654
capture for bio-logging:device type= PTT:device id= 98214,3650
MRUMU10000000016_METH_001,3649
capture for bio-logging:device type= PTT:device id= 102364,3644
capture for bio-logging:device type= PTT:device id= 101147,3633
capture for bio-logging:device type= PTT:device id= 48928,3625
turtles counted from ship,3621
MRMIT6000000000F_METH_004,3610
capture for bio-logging:device type= PTT:device id= 98223,3608
Sediment Core,3604
Sampling device : Benne DAY ; Taxon count after sieving 1 mm (square mesh),3604
MRMCS01800000014_METH_002,3595
Sampling device : Plastic beaker  -  Size filter : generally before 2007 1.2 micrometers and after 2007 0.7 micrometers,3594
capture for bio-logging:device type= PTT:device id= 92575,3585
JNCCMNCR50000551_METH_002,3584
JNCCMNCR70000516_METH_003,3583
JNCCMNCR60000057_METH_001,3582
JNCCMNCR10000684_METH_002,3581
capture for bio-logging:device type= PTT:device id= 72767,3577
Scientific cruise,3576
"Vertical net sampling, WP2 net with 200 m mesh, 56 cm diameter",3572
MRCON01100000002_METH_002,3570
SCUBA: 50 m transect laid randomly at 10-m depth,3569
capture for bio-logging:device type= PTT:device id= x,3569
JNCCMNCR10000097_METH_001,3569
MRUMU1000000001E_METH_001,3561
capture for bio-logging:device type= PTT:device id= 33098,3559
Sampling device: Van Veen grab; sieve mesh size = 1mm,3551
meth1,3548
capture for bio-logging:device type= PTT:device id= 112172,3545
capture for bio-logging:device type= PTT:device id= 72523,3544
MRNE010800000044_METH_001,3539
capture for bio-logging:device type= PTT:device id= 23440,3536
Estaciones de muestreo,3535
"Sled, Hyperbenthic",3535
"Vertical tows by Hensen net (73 cm mouth diameter, 330 µm mesh size) from above the bottom to the surface (35–0 m)",3528
Sediment core (aqueous layer),3528
JNCCMNCR60000713_METH_002,3528
"Record of vegetation presence and abundance, taken every 5m along 100m transect moving perpendicular from the shoreline. The dominant surface sediment class was recorded every 5m throughout each transect to accompany the vegetation estimates. Water quality parameters were recorded at the beginning and end of each 100m transects using a handheld YSI water quality meter.",3527
MRMIT60000000003_METH_001,3526
JNCCMNCR10000025_METH_002,3518
JNCCMNCR10000003_METH_002,3517
Shore collection,3516
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=300,3516
JNCCMNCR70000521_METH_002,3511
double oblique trawl | opening-closing | RMT 8,3503
MRCCW16700000002_METH_001,3499
capture for bio-logging:device type= PTT:device id= 92567,3489
capture for bio-logging:device type= PTT:device id= 77988,3486
